Username,Country,Title,Date Watched,Percentage Watched
bridgetanderson,France,The Queen's Gambit,2023-04-10,42
bridgetanderson,France,Sex Education,2022-09-19,86
curtisford,South Korea,Emily in Paris,2023-04-29,27
curtisford,South Korea,The Society,2022-06-08,19
curtisford,South Korea,Lucifer,2022-06-09,45
fraziernancy,Japan,Lucifer,2022-11-04,5
fraziernancy,Japan,Ozark,2023-04-30,60
fraziernancy,Japan,Locke & Key,2022-07-11,15
fraziernancy,Japan,The Umbrella Academy,2022-08-01,91
fraziernancy,Japan,Sex Education,2022-06-14,90
cohenkathy,United States,Narcos,2023-05-27,53
cohenkathy,United States,Dead to Me,2022-09-08,35
cohenkathy,United States,The Society,2022-11-06,3
wgarcia,South Korea,Narcos,2023-04-13,32
wgarcia,South Korea,Daredevil,2022-12-30,26
wgarcia,South Korea,Russian Doll,2022-06-25,39
wgarcia,South Korea,The Queen's Gambit,2022-10-17,93
wgarcia,South Korea,Locke & Key,2022-12-13,56
thomasevans,United States,Locke & Key,2023-02-02,28
thomasevans,United States,Black Mirror,2022-08-27,77
thomasevans,United States,Money Heist (La Casa de Papel),2023-06-04,56
thomasevans,United States,Lupin,2022-08-05,23
vkhan,Brazil,The Umbrella Academy,2023-02-03,21
vkhan,Brazil,Peaky Blinders,2023-04-11,80
vkhan,Brazil,Mindhunter,2023-01-30,33
iwheeler,United States,The Dragon Prince,2022-07-05,37
iwheeler,United States,The Punisher,2022-09-08,67
lori71,South Korea,Daredevil,2022-10-07,35
lori71,South Korea,Russian Doll,2022-12-18,22
lori71,South Korea,Stranger Things,2023-03-11,26
turnerchristine,Japan,Black Mirror,2022-08-02,41
turnerchristine,Japan,Dead to Me,2022-12-02,27
hernandezalfred,India,Altered Carbon,2022-12-16,89
hernandezalfred,India,Orange Is the New Black,2023-01-16,95
hernandezalfred,India,The Crown,2022-10-16,99
flong,United States,Vikings,2022-12-23,98
flong,United States,The Witcher,2022-12-10,65
flong,United States,The Punisher,2022-12-02,53
flong,United States,The Order,2023-05-30,56
sandra14,United States,Ozark,2022-10-04,14
sandra14,United States,Daredevil,2022-08-15,90
sandra14,United States,Homeland,2022-09-27,61
egregory,Japan,Elite,2022-10-19,84
egregory,Japan,The Politician,2023-05-25,52
mccormickmatthew,United Kingdom,Daredevil,2022-07-18,1
mccormickmatthew,United Kingdom,Vikings,2022-07-31,82
mccormickmatthew,United Kingdom,The Haunting of Hill House,2022-11-06,87
mccormickmatthew,United Kingdom,Better Call Saul,2023-05-12,42
mccormickmatthew,United Kingdom,The Big Bang Theory,2023-05-14,8
heathercurry,Germany,The Walking Dead,2022-11-03,32
heathercurry,Germany,The Witcher,2023-01-06,97
sandrapatrick,Turkey,Money Heist (La Casa de Papel),2023-02-20,58
sandrapatrick,Turkey,GLOW,2023-01-02,2
sandrapatrick,Turkey,Ratched,2023-01-06,4
roger97,France,The Walking Dead,2023-02-02,76
roger97,France,Lucifer,2023-03-27,27
roger97,France,The Umbrella Academy,2023-04-23,35
roger97,France,Locke & Key,2022-11-05,85
roger97,France,The Good Place,2022-08-23,73
holmesbrendan,United States,Cobra Kai,2022-07-24,44
holmesbrendan,United States,Sex Education,2023-02-14,85
loganjames,South Korea,Emily in Paris,2022-07-18,24
loganjames,South Korea,Altered Carbon,2023-04-06,86
williamedwards,Turkey,Peaky Blinders,2023-02-04,27
williamedwards,Turkey,Cobra Kai,2023-02-11,58
williamedwards,Turkey,Stranger Things,2022-10-01,62
williamedwards,Turkey,The Big Bang Theory,2023-03-13,92
chapmanjasmine,United Kingdom,Mindhunter,2022-06-21,18
chapmanjasmine,United Kingdom,The Office (US),2023-05-15,54
chapmanjasmine,United Kingdom,Vikings,2022-07-03,29
david80,Germany,Homeland,2023-04-02,22
david80,Germany,Sense8,2022-07-14,16
david80,Germany,Elite,2022-08-27,82
david80,Germany,The Punisher,2023-02-18,20
david80,Germany,Ozark,2022-11-23,64
ellenmartinez,Australia,Friends,2022-06-10,18
ellenmartinez,Australia,Lucifer,2022-10-21,28
ellenmartinez,Australia,Dark,2023-06-01,0
ellenmartinez,Australia,The Walking Dead,2023-04-01,52
ellenmartinez,Australia,The Politician,2022-12-16,56
smithadrian,Turkey,Homeland,2022-08-01,6
smithadrian,Turkey,Daredevil,2023-04-26,68
smithadrian,Turkey,Locke & Key,2022-12-19,26
bradyjessica,United States,Arrested Development,2022-10-15,16
bradyjessica,United States,GLOW,2022-07-22,31
bradyjessica,United States,Orange Is the New Black,2023-04-03,31
bradyjessica,United States,Bridgerton,2022-11-11,11
bradyjessica,United States,Cobra Kai,2023-03-15,41
anthonywatts,Australia,Breaking Bad,2022-11-13,65
anthonywatts,Australia,BoJack Horseman,2022-09-12,26
anthonywatts,Australia,Vikings,2022-09-23,22
pbennett,South Korea,The Queen's Gambit,2023-05-15,40
pbennett,South Korea,The Big Bang Theory,2022-11-07,71
kimtorres,Turkey,Mindhunter,2022-07-18,38
kimtorres,Turkey,Daredevil,2022-11-03,13
kimtorres,Turkey,The Haunting of Hill House,2023-05-21,4
kimtorres,Turkey,Cobra Kai,2022-11-06,55
kimtorres,Turkey,Peaky Blinders,2022-07-20,51
allisonowens,Germany,Money Heist (La Casa de Papel),2023-05-19,31
allisonowens,Germany,BoJack Horseman,2022-09-11,43
allisonowens,Germany,Jessica Jones,2022-11-01,100
jason28,France,The Crown,2022-07-10,84
jason28,France,The Good Place,2023-04-08,62
jason28,France,Homeland,2023-03-03,54
arthur68,Canada,Lucifer,2022-10-21,8
arthur68,Canada,The Politician,2022-10-02,80
leroy76,United States,Lupin,2023-04-09,34
leroy76,United States,Cobra Kai,2022-10-28,60
leroy76,United States,Daredevil,2022-07-12,6
leroy76,United States,BoJack Horseman,2023-05-30,58
harrisbrittany,Turkey,13 Reasons Why,2022-08-23,72
harrisbrittany,Turkey,The Last Kingdom,2022-06-28,85
harrisbrittany,Turkey,The Order,2022-11-24,58
harrisbrittany,Turkey,Altered Carbon,2022-08-01,74
awong,Australia,Better Call Saul,2023-01-21,56
awong,Australia,Peaky Blinders,2023-01-21,42
awong,Australia,Lucifer,2022-10-06,50
awong,Australia,Sex Education,2023-05-17,36
awong,Australia,Orange Is the New Black,2022-06-13,94
mary22,Brazil,Russian Doll,2023-02-08,47
mary22,Brazil,Elite,2023-05-25,72
mary22,Brazil,The Punisher,2023-04-18,26
lonnie33,Australia,Narcos,2023-02-07,27
lonnie33,Australia,Peaky Blinders,2023-01-02,57
lonnie33,Australia,Lupin,2022-07-04,48
andrewmiller,India,Dead to Me,2022-10-24,22
andrewmiller,India,Daredevil,2022-08-12,75
brandi87,Germany,The Last Kingdom,2022-06-22,93
brandi87,Germany,Russian Doll,2023-02-19,84
brandi87,Germany,Peaky Blinders,2023-04-28,61
brandi87,Germany,The Society,2023-03-29,29
christophermartin,United States,The Politician,2023-01-02,96
christophermartin,United States,Dark,2022-07-28,11
christophermartin,United States,Jessica Jones,2022-12-21,41
robinsondavid,Australia,Brooklyn Nine-Nine,2022-11-27,37
robinsondavid,Australia,The Umbrella Academy,2022-07-01,8
robinsondavid,Australia,GLOW,2023-01-28,91
robinsondavid,Australia,Ozark,2022-10-13,56
jacobhall,Germany,The Politician,2023-01-30,48
jacobhall,Germany,The End of the F***ing World,2023-03-30,52
jacobhall,Germany,The Good Place,2023-04-10,59
jacobhall,Germany,The Crown,2023-01-21,19
jacobhall,Germany,Vikings,2023-04-02,57
qkelley,South Korea,The Queen's Gambit,2022-07-04,58
qkelley,South Korea,Peaky Blinders,2023-04-26,99
qkelley,South Korea,GLOW,2022-06-07,37
ycastaneda,Canada,The Society,2022-12-19,15
ycastaneda,Canada,Dark,2022-11-22,91
ycastaneda,Canada,The Good Place,2022-07-18,50
millsharry,Canada,Ozark,2023-04-11,2
millsharry,Canada,Stranger Things,2022-06-12,53
terrelllindsey,Brazil,Dark,2022-09-06,1
terrelllindsey,Brazil,Brooklyn Nine-Nine,2023-04-18,52
debbie37,Canada,Narcos,2022-07-16,7
debbie37,Canada,13 Reasons Why,2023-05-22,6
debbie37,Canada,Homeland,2022-06-13,95
debbie37,Canada,Elite,2023-02-23,78
blanchardjeffrey,Turkey,Ozark,2023-05-24,89
blanchardjeffrey,Turkey,The Order,2022-07-16,1
blanchardjeffrey,Turkey,Bridgerton,2022-06-25,98
blanchardjeffrey,Turkey,The End of the F***ing World,2022-07-10,64
blanchardjeffrey,Turkey,Homeland,2023-01-06,14
xnorman,Brazil,Lucifer,2023-02-25,67
xnorman,Brazil,Dark,2022-06-28,98
xnorman,Brazil,The Umbrella Academy,2022-08-24,11
xnorman,Brazil,BoJack Horseman,2023-03-16,79
ysmith,Canada,The Big Bang Theory,2023-01-17,23
ysmith,Canada,Narcos,2022-08-15,52
ysmith,Canada,The Punisher,2023-01-06,86
ysmith,Canada,Black Mirror,2022-09-03,71
haynesroberto,Brazil,Daredevil,2022-10-12,27
haynesroberto,Brazil,Mindhunter,2022-11-12,87
haynesroberto,Brazil,The Queen's Gambit,2023-01-28,42
pamela42,Germany,The Dragon Prince,2023-01-16,19
pamela42,Germany,Arrested Development,2022-08-05,71
pamela42,Germany,Vikings,2023-03-14,65
sbeck,Germany,Russian Doll,2023-04-23,25
sbeck,Germany,GLOW,2023-03-08,66
taylorlaurie,South Korea,The Society,2022-11-23,2
taylorlaurie,South Korea,Russian Doll,2022-12-14,20
franciscoclark,United Kingdom,Ozark,2022-11-16,40
franciscoclark,United Kingdom,Stranger Things,2022-09-06,84
franciscoclark,United Kingdom,The Dragon Prince,2022-08-31,35
ybradley,Brazil,Jessica Jones,2022-10-21,18
ybradley,Brazil,The Big Bang Theory,2022-06-29,95
ybradley,Brazil,Elite,2022-07-05,0
svelez,United States,Friends,2022-12-30,96
svelez,United States,The Umbrella Academy,2023-02-25,66
johnsoncody,Turkey,The Walking Dead,2022-12-05,31
johnsoncody,Turkey,Money Heist (La Casa de Papel),2022-08-23,46
johnsoncody,Turkey,Mindhunter,2023-06-03,95
johnsoncody,Turkey,GLOW,2022-06-17,62
johnsoncody,Turkey,The Crown,2022-10-21,35
briannaevans,Germany,The Society,2023-03-28,90
briannaevans,Germany,Stranger Things,2022-12-10,11
briannaevans,Germany,Bridgerton,2023-02-01,12
briannaevans,Germany,Orange Is the New Black,2023-03-12,97
schultzkenneth,Germany,The Society,2023-03-09,33
schultzkenneth,Germany,Sex Education,2023-05-13,87
schultzkenneth,Germany,Sense8,2022-11-23,92
schultzkenneth,Germany,Narcos,2023-02-08,15
jamescarney,Australia,Russian Doll,2022-12-24,58
jamescarney,Australia,Dead to Me,2022-09-24,77
jamescarney,Australia,Vikings,2022-07-10,22
carolinemarquez,Japan,The Punisher,2022-07-01,42
carolinemarquez,Japan,The Big Bang Theory,2022-09-06,6
carolinemarquez,Japan,Daredevil,2023-03-24,85
hreed,Germany,Stranger Things,2023-04-15,93
hreed,Germany,Black Mirror,2022-07-07,30
hreed,Germany,13 Reasons Why,2022-12-07,32
yburton,Canada,Emily in Paris,2022-09-04,93
yburton,Canada,Friends,2022-09-03,31
yburton,Canada,Lupin,2023-04-08,7
yburton,Canada,The Last Kingdom,2022-08-27,19
simmonsrobert,India,Breaking Bad,2022-10-22,96
simmonsrobert,India,Orange Is the New Black,2022-07-20,35
joshua11,Canada,Ratched,2022-10-02,85
joshua11,Canada,Dead to Me,2023-05-13,21
joshua11,Canada,Lucifer,2022-09-23,72
joshua11,Canada,The Dragon Prince,2022-09-30,64
joshua11,Canada,Daredevil,2023-01-07,21
sanchezamy,Japan,Breaking Bad,2023-03-13,10
sanchezamy,Japan,Friends,2023-04-04,74
sanchezamy,Japan,Lupin,2023-01-12,42
sanchezamy,Japan,The Walking Dead,2022-08-21,97
kelly30,Japan,Peaky Blinders,2023-04-11,52
kelly30,Japan,BoJack Horseman,2022-11-28,60
codythomas,India,13 Reasons Why,2022-06-22,16
codythomas,India,Cobra Kai,2023-04-18,47
codythomas,India,Mindhunter,2023-05-02,48
codythomas,India,Vikings,2023-01-30,63
cheryl76,India,Friends,2022-10-08,79
cheryl76,India,Money Heist (La Casa de Papel),2022-06-13,93
cheryl76,India,Ratched,2023-03-21,67
cheryl76,India,Daredevil,2022-10-27,96
cheryl76,India,GLOW,2022-07-30,19
joshuasanchez,United Kingdom,The Office (US),2023-01-01,91
joshuasanchez,United Kingdom,Lucifer,2023-03-25,30
joshuasanchez,United Kingdom,Ozark,2022-10-28,43
joshuasanchez,United Kingdom,GLOW,2023-05-10,76
joshuasanchez,United Kingdom,Narcos,2022-09-22,30
tjohnson,United Kingdom,Elite,2023-05-14,19
tjohnson,United Kingdom,BoJack Horseman,2023-02-23,93
joyce32,Brazil,The Society,2023-04-27,54
joyce32,Brazil,Ratched,2022-06-22,93
joyce32,Brazil,The Punisher,2022-09-05,54
kellywhite,United States,Brooklyn Nine-Nine,2023-03-27,46
kellywhite,United States,The Politician,2022-06-25,88
kellywhite,United States,GLOW,2022-06-13,49
kellywhite,United States,Dark,2023-04-11,12
murrayronald,India,The Witcher,2023-05-13,56
murrayronald,India,Black Mirror,2022-11-19,51
murrayronald,India,Russian Doll,2022-12-10,10
wgray,India,The Dragon Prince,2023-06-04,87
wgray,India,Daredevil,2023-05-04,96
wgray,India,Elite,2022-06-07,26
wgray,India,Emily in Paris,2023-02-20,26
judith95,Australia,The Last Kingdom,2022-07-29,62
judith95,Australia,The Politician,2023-04-21,17
larajoseph,Brazil,The Crown,2022-11-02,19
larajoseph,Brazil,Bridgerton,2023-02-02,77
larajoseph,Brazil,Brooklyn Nine-Nine,2022-10-26,64
smithmark,South Korea,Better Call Saul,2023-04-29,98
smithmark,South Korea,The Good Place,2022-12-25,55
smithmark,South Korea,Dark,2023-02-10,79
smithmark,South Korea,Narcos,2022-07-14,70
pricecarla,France,Ozark,2022-07-16,13
pricecarla,France,The Haunting of Hill House,2023-06-01,58
slee,United States,Vikings,2023-02-14,27
slee,United States,Narcos,2022-07-26,78
slee,United States,The Last Kingdom,2022-10-09,100
olopez,Canada,The Crown,2023-03-23,21
olopez,Canada,The Big Bang Theory,2022-06-15,82
olopez,Canada,Orange Is the New Black,2023-05-15,33
olopez,Canada,13 Reasons Why,2023-05-25,61
olopez,Canada,The Queen's Gambit,2022-09-08,47
zvalenzuela,Turkey,Lucifer,2022-07-06,60
zvalenzuela,Turkey,The Umbrella Academy,2022-09-12,11
zvalenzuela,Turkey,Daredevil,2022-06-19,58
zvalenzuela,Turkey,Russian Doll,2022-09-05,32
powelljason,United Kingdom,The Dragon Prince,2022-11-22,58
powelljason,United Kingdom,The Good Place,2023-05-27,3
alvarezmichelle,France,Ratched,2023-05-20,50
alvarezmichelle,France,Breaking Bad,2023-02-25,50
alvarezmichelle,France,Elite,2022-10-29,85
rwood,United States,Orange Is the New Black,2023-03-03,98
rwood,United States,The Society,2022-08-27,61
kellynicole,Turkey,The Good Place,2023-01-11,29
kellynicole,Turkey,Russian Doll,2023-04-06,63
kellynicole,Turkey,Breaking Bad,2022-10-18,50
kellynicole,Turkey,Bridgerton,2023-02-11,61
kellynicole,Turkey,GLOW,2022-08-31,19
bhogan,India,Friends,2022-08-31,46
bhogan,India,Lupin,2022-07-06,80
bhogan,India,The Dragon Prince,2022-09-17,80
bhogan,India,Vikings,2023-03-19,88
johnsonclifford,Australia,13 Reasons Why,2023-01-12,26
johnsonclifford,Australia,The Politician,2022-07-21,84
michael09,Turkey,The Last Kingdom,2022-11-28,74
michael09,Turkey,Elite,2022-08-08,47
michael09,Turkey,The Politician,2022-10-23,74
yvonnewatson,Brazil,The End of the F***ing World,2023-03-15,21
yvonnewatson,Brazil,The Walking Dead,2023-02-11,87
wjones,United Kingdom,The Dragon Prince,2022-10-08,47
wjones,United Kingdom,Jessica Jones,2023-01-30,16
wjones,United Kingdom,The Order,2022-08-19,92
wjones,United Kingdom,The Haunting of Hill House,2023-06-01,72
wjones,United Kingdom,Vikings,2022-10-26,39
garciachristopher,Canada,Jessica Jones,2022-09-13,91
garciachristopher,Canada,Money Heist (La Casa de Papel),2022-10-20,71
garciachristopher,Canada,Friends,2023-04-13,22
garciachristopher,Canada,The Haunting of Hill House,2023-03-26,9
garciachristopher,Canada,13 Reasons Why,2022-11-22,77
swade,United Kingdom,Lucifer,2022-07-09,22
swade,United Kingdom,Brooklyn Nine-Nine,2022-12-11,87
swade,United Kingdom,The Office (US),2022-07-13,14
swade,United Kingdom,The Big Bang Theory,2023-03-01,6
morganlori,Canada,Lupin,2023-03-28,47
morganlori,Canada,Ratched,2022-10-23,85
tnelson,Turkey,13 Reasons Why,2023-05-27,64
tnelson,Turkey,Elite,2022-12-08,23
tnelson,Turkey,Stranger Things,2023-05-27,79
tnelson,Turkey,Vikings,2022-07-03,13
normanangela,South Korea,Narcos,2023-03-24,66
normanangela,South Korea,The Good Place,2023-05-25,99
normanangela,South Korea,Ozark,2022-09-25,23
normanangela,South Korea,Ratched,2022-12-22,26
vmclaughlin,United Kingdom,Bridgerton,2022-09-28,65
vmclaughlin,United Kingdom,Peaky Blinders,2022-08-25,76
vmclaughlin,United Kingdom,Better Call Saul,2023-01-23,39
vmclaughlin,United Kingdom,The Queen's Gambit,2022-06-24,100
daviscory,Australia,Friends,2022-09-10,6
daviscory,Australia,Narcos,2022-10-05,94
daviscory,Australia,The Politician,2022-07-31,22
whitepeggy,Brazil,Cobra Kai,2022-09-10,37
whitepeggy,Brazil,The Order,2022-10-29,79
whitepeggy,Brazil,The Dragon Prince,2022-12-19,43
whitepeggy,Brazil,Stranger Things,2023-02-05,80
john61,India,Ratched,2022-12-14,40
john61,India,The Walking Dead,2022-08-04,98
pschultz,United Kingdom,Sex Education,2023-05-12,12
pschultz,United Kingdom,The Last Kingdom,2023-01-03,1
george38,Germany,The Politician,2023-03-03,30
george38,Germany,13 Reasons Why,2023-05-20,93
bennettmichael,South Korea,Arrested Development,2022-06-12,12
bennettmichael,South Korea,Lucifer,2023-04-30,19
daniellewood,Canada,The End of the F***ing World,2022-10-21,86
daniellewood,Canada,The Crown,2023-02-01,23
daniellewood,Canada,Narcos,2022-11-16,97
daniellewood,Canada,The Society,2023-06-01,60
daniellewood,Canada,The Big Bang Theory,2022-08-29,57
autumnsims,South Korea,Brooklyn Nine-Nine,2022-07-07,22
autumnsims,South Korea,The Walking Dead,2023-03-28,23
terriwise,Brazil,Friends,2023-03-09,35
terriwise,Brazil,Bridgerton,2022-11-04,10
terriwise,Brazil,The Crown,2023-04-21,68
terriwise,Brazil,The Office (US),2023-03-07,26
terriwise,Brazil,Sense8,2023-02-16,78
christinecherry,Germany,Ozark,2023-01-12,11
christinecherry,Germany,Sex Education,2022-10-28,8
emitchell,Australia,Ratched,2023-01-25,10
emitchell,Australia,BoJack Horseman,2023-01-08,51
emitchell,Australia,Brooklyn Nine-Nine,2022-10-14,18
emitchell,Australia,Altered Carbon,2022-07-30,37
emitchell,Australia,Sex Education,2023-04-15,87
kimberly68,Australia,Arrested Development,2023-02-28,0
kimberly68,Australia,Money Heist (La Casa de Papel),2022-12-10,9
kimberly68,Australia,The Punisher,2022-07-25,91
kimberly68,Australia,The Crown,2023-01-02,48
kimberly68,Australia,The Big Bang Theory,2022-10-18,13
lisa03,France,The Good Place,2023-01-11,92
lisa03,France,Orange Is the New Black,2022-08-08,66
brooksjoshua,Turkey,Money Heist (La Casa de Papel),2022-07-28,12
brooksjoshua,Turkey,The Umbrella Academy,2023-03-17,72
brooksjoshua,Turkey,Locke & Key,2022-09-11,34
codybailey,Brazil,Lucifer,2023-04-10,77
codybailey,Brazil,The End of the F***ing World,2023-05-25,6
codybailey,Brazil,Money Heist (La Casa de Papel),2023-02-06,77
wilsonsharon,South Korea,The Umbrella Academy,2022-06-24,48
wilsonsharon,South Korea,The Politician,2022-11-25,86
wilsonsharon,South Korea,GLOW,2022-08-05,60
wilsonsharon,South Korea,The Witcher,2023-01-18,40
wilsonsharon,South Korea,Cobra Kai,2023-02-07,73
hjames,United States,Mindhunter,2023-04-19,39
hjames,United States,Brooklyn Nine-Nine,2023-04-13,62
hjames,United States,Dark,2023-03-19,70
hjames,United States,The Crown,2023-03-05,8
racheljones,Turkey,The Politician,2022-09-29,87
racheljones,Turkey,Dead to Me,2022-06-08,94
racheljones,Turkey,Peaky Blinders,2022-11-23,38
racheljones,Turkey,Daredevil,2022-07-02,73
shamilton,United Kingdom,Daredevil,2022-08-23,61
shamilton,United Kingdom,Money Heist (La Casa de Papel),2022-11-24,98
shamilton,United Kingdom,Jessica Jones,2022-08-12,45
christopher37,Germany,Elite,2023-01-01,30
christopher37,Germany,GLOW,2022-09-25,81
christopher37,Germany,Vikings,2023-02-04,0
sclark,Brazil,Narcos,2023-03-04,50
sclark,Brazil,The Big Bang Theory,2022-09-12,27
sclark,Brazil,The Queen's Gambit,2022-11-13,28
sclark,Brazil,Homeland,2022-10-09,83
sclark,Brazil,Lucifer,2023-02-15,72
swood,Canada,Elite,2022-08-30,63
swood,Canada,The Big Bang Theory,2022-10-20,32
fsanchez,India,Bridgerton,2022-11-17,29
fsanchez,India,The Order,2023-04-14,93
fsanchez,India,Emily in Paris,2023-04-08,71
fsanchez,India,Sex Education,2022-06-15,69
fsanchez,India,The Society,2022-12-31,86
jessica57,Australia,13 Reasons Why,2023-05-30,71
jessica57,Australia,The Umbrella Academy,2022-11-24,77
richard75,Japan,Sense8,2023-05-23,46
